nucleus,,energy_level,half_life,,spin,magnetic_dipole_moment,,electric_quadrupole_moment,Recommended
78 Pt 196,,356,34 ps,,2+,+0.59(5),,,
,,,,,,+0.60(5),,,
,,,,,,+0.43(4),,,
,,,,,,+0.69(3),,,
,,,,,,+0.63(6),,,
,,,,,,,,+0.62(8),R
,,,,,,,,+0.66(12),
,,689,36.8 ps,,2+,+0.54(9),,,
,,,,,,+0.75(15),,,
,,,,,,,,-0.39(16),R
,,877,3.6 ps,,4+,+1.38(16),,,
,,,,,,+1.5(3),,,
,,,,,,,,+1.03(12),R
,,1526,0.98 ps,,6+,,,-0.2(3),R
78 Pt 197,,0,18.3 h,,1/2-,0.51(2),,,
,,53,16.6 ns,,5/2-,+0.85(3),,,
78 Pt 198,,407,22.3 ps,,2+,+0.63(2),,,
,,,,,,+0.70(6),,,
,,,,,,+0.59(7),,,
,,,,,,+0.69(6),,,
,,,,,,+0.62(10),,,
,,,,,,,,+0.42(12)** or +0.54(12),**R
,,775,27 ps,,2+,+0.61(11),,,
,,,,,,+0.72(13),,,
,,985,3.3 ps,,4+,+1.2(2),,,
,,,,,,+1.4(3),,,
79 Au 182,,0,21 s,,unknown,1.30(10) [I=2],,,
,,,,,,1.62(15) [I=3],,,
,,,,,,1.9(2) [I=4],,,
79 Au 183,,0,42 s,,5/2-,+1.97(2),,,
79 Au 184,,0,21 s,,5,+2.07(2),,,
,,,,,,,,+4.7(3),R
,,,49 s,,2,+1.44(2),,,
,,,,,,,,+1.90(16),R
79 Au 185,,0,4.2 m,,5/2-,+2.17(2),,,
,,,,,,+1.98(2),,,
,,,,,,2.22(14),,,
,,,,,,,,-1.10(10),R
79 Au 186,,0,10.7 m,,3-,-1.28(3),,,
,,,,,,1.28(2),,,
,,,,,,-1.26(3),,,
,,,,,,1.07(13),,,
,,,,,,,,+3.10(6),R
,,,,,,,,+3.14(16),
79 Au 187,,0,8.4 m,,1/2+,+0.535(15),,,
,,,,,,+0.531(12),,,
,,,,,,0.72(7),,,
,,2670(+D),102 ns,,"31/2-,35/2-",g = 0.25(3),,,
79 Au 188,,0,8.8 m,,1-,-0.07(3),,,
,,,,,,0.07(2),,,
79 Au 189,,0,28.7 m,,1/2+,+0.494(14),,,
,,247,4.6 m,,11/2-,+6.19(2),,,
,,,,,,6.17(15),,,
,,2553,242 ns,,31/2+,6.5(3),,,
79 Au 190,,0,42.8 m,,1-,-0.065(7),,,
,,,,,,-0.07(3),,,
,,,,,,-0.07(2),,,
79 Au 191,,0,3.18 h,,3/2+,+0.1369(9),,,
,,,,,,+0.137(1),,,
,,,,,,,,+0.72(2),R
,,266,0.9 s,,11/2-,6.6(6),,,
,,2446,890 ps,,27/2-,<<20,,,
,,2489,400 ns,,31/2+,6.5(6),,,
79 Au 192,,0,5.0 h,,1-,-0.0107(15),,,
,,,,,,-0.008(2),,,
,,,,,,0.01(2),,,
,,,,,,,,-0.228(8),R
79 Au 193,,0,17.65 h,,3/2+,0.1396(6),,,
,,,,,,+0.1396(5),,,
,,,,,,+0.140(1),,,
,,,,,,,,+0.66(2),R
,,290,3.9 s,,11/2-,6.18(9),,,
,,,,,,6.17(9),,,
,,,,,,,,+1.98(6),R
,,1947,12 ns,,21/2+,+6.48(11),,,
,,2378,790 ps,,27/2-,<9.45,,,
,,2477,3.5 ns,,31/2-,5(3),,,
,,2701,1.8 ns,,35/2-,2(2),,,
79 Au 194,,0,39.5 h,,1-,+0.0763(13),,,
,,,,,,+0.079(3),,,
,,,,,,0.08(2),,,
,,,,,,,,-0.240(9),R
79 Au 195,,0,183 d,,3/2+,0.1487(6),,,
,,,,,,+0.145(5),,,
,,,,,,+0.149(1),,,
,,,,,,,,+0.607(18),R
,,319,30.6 s,,11/2-,6.18(9),,,
,,,,,,6.17(9),,,
,,,,,,,,+1.87(6),R
,,,,,,,,+1.41(10),
79 Au 196,,0,6.18 d,,2-,+0.580(15),,,
,,,,,,+0.5914(14),,,
,,,,,,0.5906(5),,,
,,,,,,,,0.81(7),R
,,596,9.7 h,,12-,5.72(8),,,
79 Au 197,,0,stable,,3/2+,+0.145746(9),,,
,,,,,,+0.148158(8),,,
,,,,,,,,+0.59(3),
,,,,,,,,+0.547(16) a,R
,,,,,,,,0.594(10),
,,77,1.91 ns,,1/2+,+0.420(3),,,
,,279,20.4 ps,,5/2+,+0.53(5),,,
,,,,,,+0.74(6),,,
,,409,7.8 s,,11/2-,+5.98(9),,,
,,,,,,6.4(4),,,
,,,,,,,,+1.68(5),R
,,,,,,,,+1.4(2),
,,503,1.8 ps,,5/2+,+3.0(5),,,
,,548,4.6 ps,,7/2+,+0.53(7),,,
,,,,,,+0.84(7),,,
,,737,1.1 ps,,7/2+,+1.7(5),,,
,,855,2.7 ps,,9/2+,+1.5(5),,,
,,1231,0.93 ps,,11/2+,+2.0(10),,,
79 Au 198,,0,2.696 d,,2-,+0.64(2),,,
,,,,,,+0.5934(4),,,
,,,,,,,,+0.640(19),R
,,,,,,,,+0.68(2),
,,,,,,,,0.88(8),
,,,,,,,,0.76(4),
,,,,,,,,+0.69(4),
,,,,,,,,+0.46(2),
,,312,123 ns,,5+,-1.11(2),,,
,,812,2.30 d,,12-,+5.85(9),,,
79 Au 199,,0,3.14 d,,3/2+,+0.261(2),,,
,,,,,,+0.2715(7),,,
,,,,,,,,+0.510(16),R
,,,,,,,,0.64(6),
,,,,,,,,0.55(3),
,,,,,,,,+0.37(1),
79 Au 200,,962,18.7 h,,12-,5.90(9),,,
80 Hg 181,,0,3.6 s,,1/2-,+0.5071(7),,,
80 Hg 183,,0,8.8 s,,1/2-,+0.524(5),,,
80 Hg 185,,0,55 s,,1/2-,+0.509(4),,,
,,99.3,27 s,,13/2+,-1.017(9),,,
,,,,,,,,+0.2(3) st,R
80 Hg 187,,0,2.4 m,,13/2+,-1.044(11),,,
,,,,,,,,+0.5(3) st,R
,,134,1.9 m,,3/2-,-0.594(4),,,
,,,,,,,,-0.75(18),R
,,,,,,,,-0.8(3) st,
80 Hg 188,,2724,135 ns,,12+,-2.02(12),,,
,,,,,,,,0.91(11),R
80 Hg 189,,0,7.6 m,,3/2-,-0.6086(8),,,
,,,,,,,,-0.8(3),R
,,,,,,,,-0.8(4),
,,0 + x,8.6 m,,13/2+,-1.058(6),,,
,,,,,,,,+0.66(19),R
,,,,,,,,+0.7(3) st,
80 Hg 190,,2621,21 ns,,12+,-2.5(2),,,
,,,,,,,,1.17(14),R
80 Hg 191,,0,49 m,,3/2-,-0.618(11),,,
,,,,,,,,-0.80(13),R
,,,,,,,,-0.8(3) st,
,,140,50.8 m,,13/2+,-1.068(5),,,
,,,,,,,,+0.6(2),R
,,,,,,,,+0.6(3) st,
80 Hg 193,,0,3.80 h,,3/2-,-0.6276(2),,,
,,,,,,,,-0.7(3),R
,,,,,,,,-0.7(4) st,
,,141,11.8 h,,13/2+,-1.058430(3),,,
,,,,,,,,+0.92(2),R
,,,,,,,,+0.92(10) st,
,,band,ABC,,,g(avge) = 0.188(14),,,
,,band,ABCDF +,,ABF,g(avge) = 0.20(2),,,
,,band,ABCDE +,,ABE,g(avge) = 0.175(14),,,
80 Hg 194,,2424,2.9 ns,,10+,g(avge) = - 0.24(4),,,
,,and 2476,8.1 ns,,12+,g(avge) = - 0.24(4),,,
,,yrast,superdef,,band 1,g(avge) = 0.36(10),,,
,,yrast,superdef,,band 2,g(avge) = 0.4(2),,,
,,yrast,superdef,,band 3,g(avge) = 0.7(3),,,
,,band,ABCD +,,AB,g(avge) = 0.25(2),,,
,,band,ABCE +,,AE,g(avge) = 0.26(3),,,
,,band,ABCF +,,AF,g(avge) = 0.27(2),,,
80 Hg 195,,0,9.9 h,,1/2-,+0.5414749(14),,,
,,176,41.6 h,,13/2+,-1.044647(3),,,
,,,,,,,,+1.08(2),R
,,,,,,,,+1.08(11) st,
80 Hg 196,,1841,5.2 ns,,7-,-0.21(12),,,
,,,,,,-0.29(13),,,
,,2342,5.1 ns,,10+,-1.9(6),,,
,,,,,,-1.8(9),,,
,,2439,3.5 ns,,12+,-2.3(7),,,
,,,,,,-2.2(11),,,
80 Hg 197,,0,64.1 h,,1/2-,+0.5273744(9) d,,,
,,134,8.1 ns,,5/2-,+0.855(15),,,
,,,,,,,,-0.081(6),R
,,,,,,,,0.080(10),
,,299,23.8 h,,13/2+,-1.027684(3) d,,,
,,,,,,,,+1.25(3),R
,,,,,,,,+1.24(14) st,
80 Hg 198,,412,23 ps,,2+,+0.76(6),,,
,,,,,,+1.0(2),,,
,,,,,,0.70(14),,,
,,,,,,,,+0.68(12) or +0.84(12),R
,,,,,,,,+0.7(2) or +0.8(2),
,,,,,,,,+0.5(2) a,
,,1048,1.8 ps,,4+,+1.6(2),,,
,,1684,7.1 ns,,7-,-0.23(10),,,
,,,,,,-0.22(11),,,
,,2434,1.9 ns,,10+,-1.8(8),,,
,,2578,1.4 ns,,12+,-2.2(10),,,
80 Hg 199,,0,stable,,1/2-,+0.5058855(9),,,
,,158,2.45 ns,,5/2-,+0.88(3),,,
,,,,,,+0.91(9),,,
,,,,,,+0.60(15),,,
,,,,,,,,+0.8(4),
,,,,,,,,+0.85(12) a,
,,,,,,,,+0.95(7) a,R
,,,,,,,,0.70(9) st,
,,208,69 ps,,3/2-,-0.56(9),,,
,,,,,,-0.29(15),,,
,,,,,,-0.47(8),,,
,,,,,,,,+0.50(12) a,
,,,,,,,,+0.62(15) a,R
,,414,97 ps,,5/2-,+0.80(9),,,
,,,,,,-0.7(3),,,
,,532,42.6 m,,13/2+,-1.014703(3),,,
,,,,,,,,+1.2(3) st,R
80 Hg 200,,368,46.6 ps,,2+,+0.65(5),,,
,,,,,,+0.6(2),,,
,,,,,,+0.58(12),,,
,,,,,,+0.52(10),,,
,,,,,,0.80(14),,,
,,,,,,,,+1.0(2) or +1.1(2),
,,,,,,,,+0.96(11) or +1.11(11),R
,,,,,,,,+2.6(14) a,
,,,,,,,,+0.1(6) a,
,,947,3.2 ps,,4+,1.02(17),,,
80 Hg 201,,0,stable,,3/2-,-0.5602257(14),,,
,,,,,,-0.560226(3),,,
,,,,,,,,+0.35(4),
,,,,,,,,+0.387(6),R
,,,,,,,,+0.38(4) st,
,,,,,,,,0.39(5) or 0.27(4) a,
,,,,,,,,0.41(4),
,,,,,,,,0.46(4),
,,,,,,,,+0.53(4),
,,32,~0.1 ns,,3/2-,,,0.3(15) or 0.1(3) a,
80 Hg 202,,440,27.3 ps,,2+,+0.78(6),,,
,,,,,,+0.9(2),,,
,,,,,,+1.0(3),,,
,,,,,,1.0(2),,,
,,,,,,,,+0.87(13) or +1.01(13),R
,,,,,,,,+0.17(14) or +0.32(14),
,,1120,2.0 ps,,4+,1.4(3),,,
80 Hg 203,,0,46.8 d,,5/2-,+0.84895(13),,,
,,,,,,,,+0.344(7),R
,,,,,,,,+0.34(4) st,
80 Hg 204,,437,40.2 ps,,2+,+0.9(2),,,
,,,,,,+0.8(2),,,
,,,,,,,,+0.4(2),R
,,,,,,,,+0.2(2) or +0.4(2),
,,,,,,,,+0(2) a,
80 Hg 205,,0,5.2 m,,1/2-,+0.60089(10),,,
80 Hg 206,,2102,2.15 s,,5-,+5.45(5),,,
,,,,,,,,0.74(15),R
,,,,,,,,0.65(13),R
81 Tl 183,,0,6.9 s,,(1/2+),1.62(4),,,
81 Tl 184,,0+y,-,,(2-),0.3(1),,,
81 Tl 185,,0,19.5 s,,(1/2+),1.61(4),,,
,,455,1.93 s,,(9/2-),3.8(2),,,
81 Tl 186,,374,2.9 s,,-10,2.57(6),,,
81 Tl 187,,0,51 s,,(1/2+),1.55(6),,,
,,335,15.6 s,,(9/2-),+3.71(2),,,
,,,,,,+3.79(2),,,
,,,,,,,,-2.43(5),R
81 Tl 188,,0 + x,71 s,,7+,+0.483(8),,,
,,,,,,,,+0.129(4),R
81 Tl 189,,281,1.4 m,,9/2-,+3.76(2),,,
,,,,,,+3.878(6),,,
,,,,,,,,-2.29(4),R
81 Tl 190,,0 + x,2.6 m,,2-,+0.254(2),,,
,,,,,,,,-0.329(9),R
,,0 + y,3.7 m,,7+,+0.487(8),,,
,,,,,,+0.495(4),,,
,,,,,,,,+0.285(14),R
81 Tl 191,,0,2.2 m,,1/2+,+1.588(4),,,
,,299,5.2 m,,9/2-,+3.78(2),,,
,,,,,,+3.880(7),,,
,,,,,,+3.903(5),,,
,,,,,,,,-2.23(2),R
,,,,,,,,-2.28(3),
81 Tl 192,,0 + x,9.6 m,,2-,+0.200(3),,,
,,,,,,,,-0.328(11),R
,,0 + y,10.8 m,,7+,+0.502(8),,,
,,,,,,+0.518(4),,,
,,,,,,,,+0.46(2),R
,,251 + x,296 ns,,8-,+1.66(4),,,
,,,,,,,,0.44(7),R
81 Tl 193,,0,21.6 m,,1/2+,+1.591(2),,,
,,365,2.11m,,9/2-,+3.82(3),,,
,,,,,,+3.948(4),,,
,,,,,,,,-2.20(2),R
81 Tl 194,,0,34 m,,2-,+0.140(3),,,
,,,,,,0.14(1),,,
,,,,,,,,-0.282(7),R
,,0 + y,32.8 m,,7+,+0.530(8),,,
,,,,,,+0.540(5),,,
,,,,,,,,+0.607(16),R
,,,,,,,,0.62(1),
81 Tl 195,,0,1.16 h,,1/2+,+1.58(4),,,
,,,,,,+1.59(9),,,
,,265,3.6 s,,9/2-,+3.87(4),,,
81 Tl 196,,0,1.84 h,,2-,+0.072(3),,,
,,,,,,0.07(1),,,
,,,,,,,,-0.178(14),R
,,394,1.41 h,,7+,+0.549(8),,,
,,,,,,,,+0.76(2),R
81 Tl 197,,0,2.84 h,,1/2+,+1.58(2),,,
,,,,,,+1.59(9),,,
,,216,0.54 s,,9/2-,+4.03(6),,,
81 Tl 198,,0,5.3 h,,2-,0.00(1),,,
,,544,1.87 h,,7+,+0.641(10),,,
81 Tl 199,,0,7.4 h,,1/2+,+1.60(2),,,
,,,,,,+1.58(7),,,
81 Tl 200,,0,26.1 h,,2-,0.04(1),,,
81 Tl 201,,0,73 h,,1/2+,+1.605(2),,,
,,,,,,+1.60(7),,,
81 Tl 202,,0,12.2 d,,2-,0.06(1),,,
,,950,572 s,,7+,+0.90(4),,,
81 Tl 203,,0,stable,,1/2+,+1.62225787(12),,,
,,,,,,+1.6231(13),,,
,,279,281 ps,,3/2+,0.0(2),,,
,,,,,,+0.16(5),,,
,,681,0.88 ps,,5/2+,+2.6(11),,,
81 Tl 204,,0,3.78 y,,2-,0.09(1),,,
,,1104,63 s,,(7)+,+1.187(6),,,
81 Tl 205,,0,stable,,1/2+,+1.63821461(12),,,
,,204,1.5 ns,,3/2+,-0.8(5),,,
,,,,,,+0.02(12),,,
,,,,,,0.41(5),,,
,,,,,,,,0.74(15) a,R
,,619,1.0 ps,,5/2+,+2.0(3),,,
,,,,,,+2.2(7),,,
,,2623,short,,(5/2)-,0.71(15),,,
,,,,,,,,-0.5(2) a,R
,,3291,2.56 s,,25/2+,+6.80(10),,,
81 Tl 206,,1405,78 ns,,(5)+,+4.27(6),,,
81 Tl 207,,0,4.77 m,,1/2+,+1.876(5),,,
81 Tl 208,,0,3.05 m,,5+,+0.292(13),,,
82 Pb 183,,0,0.53 s,,3/2-,-1.158(5),,,
,,97,0.41 s,,13/2+,-1.245(6),,,
82 Pb 185,,0,6.3 s,,3/2-,-1.141(5),,,
,,,,,,-1.10(4),,,
,,0 + y,4.3 s,,13/2+,-1.23(1),,,
,,,,,,-1.19(3),,,
82 Pb 187,,0,18.3 s,,13/2+,-1.210(5),,,
,,33,15.2 s,,3/2-,-1.126(3),,,
82 Pb 188,,2577,797 ns,,8-,-0.30(6),,,
,,2702,26 ns,,11-,+11.3(3),,,
,,2710,94 ns,,12+,-2.15(7),,,
82 Pb 189,,0,51 s,,3/2-,-1.081(9),,,
,,0 + y,39 s,,13/2+,-1.19(1),,,
82 Pb 191,,138,2.18 m,,13/2+,-1.172(7),,,
,,,,,,,,+0.085(5),R
82 Pb 192,,2581+d,1.07 s,,12+,-2.1(2),,,
,,,,,,-2.08(2),,,
,,,,,,,,0.32(4),R
,,2743,756 ns,,11-,,,2.9(3),R
82 Pb 193,,100,5.8 m,,13/2+,-1.150(7),,,
,,,,,,,,+0.195(10),R
,,1586 + x,22 ns,,(21/2-),-0.62(12),,,
,,,,,,,,0.22(2),R
,,2585 + x,9.4 ns,,(27/2-),+9.2(4),,,
,,,,,(27/2),,,2.6(3),R
,,,,,(29/2-),+9.9(4),,,
,,,,,,,,2.8(3),R
,,2613 + x,135 ns,,(33/2+),-2.82(15),,,
,,,,,,,,0.45(4),R
82 Pb 194,,2407,18 ns,,9-,-0.38(14),,,
,,,,,,-0.6(4),,,
,,2628,350 ns,,12+,-2.076(12),,,
,,,,,,-2.00(2),,,
,,,,,,-1.90(7),,,
,,,,,,,,0.49(3),R
,,2933,122 ns,,11-,+11.3(2),,,
,,,,,,,,3.6(4),R
,,,,,,,,4.8(7),
82 Pb 195,,203,15.0 m,,13/2+,-1.128(7),,,
,,,,,,-1.1318(13),,,
,,,,,,,,+0.306(15),R
,,,,,,,,+0.29(10),
,,2699+x,95 ns,,33/2+,-2.57(10),,,
,,,,,,-3.1(3),,,
82 Pb 196,,1797,185 ns,,5-,+0.490(15),,,
,,2307,51 ns,,9-,-0.33(9),,,
,,2694,269 ns,,12+,-1.92(2),,,
,,,,,,-1.88(8),,,
,,,,,,,,0.65(5),R
,,3191,85 ns,,11-,+11.4(6),,,
,,,,,,10.6(9),,,
,,,,,,,,-3.4(7),R
82 Pb 197,,0,8 m,,3/2-,-1.075(2),,,
,,,,,,,,-0.08(17) st,R
,,319,43 m,,13/2+,-1.098(11),,,
,,,,,,-1.105(3),,,
,,,,,,,,+0.38(2),R
,,,,,,,,+0.5(3) st,
,,1913,470 ns,,21/2-,-0.531(6),,,
,,3168,55 ns,,(33/2+),-2.51(10),,,
82 Pb 198,,1823,49 ns,,5-,+0.38(3),,,
,,2141,4.19 s,,(8-),-0.377(6),,,
,,,,,,-0.376(16),,,
,,2820,212 ns,,12+,-1.86(2),,,
,,,,,,-1.73(13),,,
,,,,,,,,0.75(5),R
82 Pb 199,,0,1.5 h,,3/2-,-1.0742(12),,,
,,,,,,,,+0.08(9) st,R
,,2579,10.6 s,,29/2-,-1.076(3),,,
,,,,,,-1.07(7),,,
,,3509,71 ns,,(33/2)+,-2.39(15),,,
,,,,,,-2.51(5),,,
82 Pb 200,,2154,44 ns,,7-,-0.21(10),,,
,,,,,,,,0.32(2),R
,,2183,480 ns,,9-,-0.258(9),,,
,,,,,,-0.25(4),,,
,,,,,,,,0.40(2),R
,,3006,152 ns,,12+,-1.849(12),,,
,,,,,,-1.836(7),,,
,,,,,,-1.81(2),,,
,,,,,,,,0.79(3),R
,,5078,77 ns,,19-,-1.79(13),,,
82 Pb 201,,0,9.33 h,,5/2-,+0.6753(5),,,
,,,,,,,,-0.01(4) st,R
,,2719,63 ns,,25/2-,-0.79(4),,,
,,,,,,,,0.46(2),R
,,2719+x,508 ns,,29/2-,-1.011(6),,,
,,4639+x,43 ns,,41/2+,-3.7(8),,,
82 Pb 202,,1384,1.97 ns,,4+,+0.008(16),,,
,,2170,3.62 h,,9-,-0.2276(7),,,
,,,,,,,,+0.58(9) st,R
,,2208,65 ns,,7-,,,0.28(2),R
,,4091+x,110 ns,,16+,-0.67(16),,,
,,5242+y,107 ns,,19-,-1.88(6),,,
82 Pb 203,,0,51.9 h,,5/2-,+0.6864(5),,,
,,,,,,+0.677(12),,,
,,,,,,,,+0.10(5) st,R
,,,,,,,,-0.5(13),
,,1921,56 ns,,21/2+,-0.64(2),,,
,,,,,,,,0.85(3),R
,,2923+x,122 ns,,25/2-,-0.74(4),,,
82 Pb 204,,899,2.94 ps,,2+,0.02(0),,,
,,,,,,,,+0.23(9),R
,,1274,280 ns,,4+,+0.225(4),,,
,,,,,,,,0.44(2),R
,,,,,,,,0.62(14) st,
82 Pb 205,,0,1.5x10*7y,,5/2-,+0.7117(4),,,
,,,,,,+0.709(5),,,
,,,,,,,,+0.23(4) st,R
,,,,,,,,0.2(4),
,,1014,5.55 ms,,13/2+,-0.98(4),,,
,,,,,,,,0.30(5),R
,,3196,217 ns,,25/2-,-0.845(14),,,
,,,,,,,,0.63(3),R
,,5161,63 ns,,33/2+,-2.44(8),,,
82 Pb 206,,803,8.4 ps,,2+,0.03(0),,,
,,,,,,,,+0.05(9),R
,,2200,123 s,,7-,-0.152(3),,,
,,,,,,,,0.33(5),R
,,2384,29 ps,,6-,+0.8(4),,,
,,4027,185 ns,,12+,-1.80(2),,,
,,,,,,,,estimated 0.51(2),
82 Pb 207,,0,stable,,1/2-,+0.592583(9),,,
,,,,,,0.58219(2),,,
,,570,129 ps,,5/2-,+0.80(3),,,
82 Pb 208,,2615,15 ps,,3-,+1.9(2),,,
,,,,,,,,-0.34(15),R
,,3198,297 ps,,5-,+0.11(4),,,
,,4086,0.74 fs,,2+,,,-0.7(3),R
82 Pb 209,,0,3.25 h,,9/2+,-1.4735(16),,,
,,,,,,,,-0.27(17) st,R
82 Pb 210,,1195,49 ns,,6+,-1.87(9),,,
,,1272,201 ns,,8+,-2.50(6),,,
82 Pb 211,,0,36.1 m,,9/2+,-1.4037(8),,,
,,,,,,,,+0.09(6) st,R
83 Bi 199,,0,11.8 h,,9/2-,4.6(4),,,
83 Bi 201,,0,108 m,,9/2-,4.8(3),,,
83 Bi 202,,0,1.72 h,,5+,4.9(3),,,
,,,,,[5+],+4.259(14),,,
,,,,,[5+],,,-1.00(9),R
,,,,,[5+],,,-0.72(8),
,,,,,[6+],+4.325(13),,,
,,,,,[6+],,,-1.21(9),R
,,,,,[6+],,,-0.87(9),
,,615,3.04 s,,10-,+2.54(1),,,
,,,,,,2.56(3),,,
,,,,,,2.43(14),,,
,,,,,,,,0.14(2),R
,,,,,,,,0.106(13),
,,,,,,,,0.07(3),
,,2607,310 ns,,17+,+2.07(3),,,
,,,,,,2.06(5),,,
,,,,,,,,0.45(2),R
,,,,,,,,0.35(3),
,,,,,,,,>1.0,
83 Bi 203,,0,11.8 h,,9/2-,+4.017(13),,,
,,,,,,+4.62(3),,,
,,,,,,,,-0.93(7),R
,,,,,,,,-0.67(7),
,,,,,,,,-0.68(6),
,,1991,90 ns,,(21/2+),2.79(4),,,
,,2042,194 ns,,(25/2+),3.33(5),,,
83 Bi 204,,0,11.22 h,,6+,+4.322(15),,,
,,,,,,4.5(2),,,
,,,,,,+4.28(2),,,
,,,,,,,,-0.7(2),R
,,,,,,,,-0.49(15),
,,,,,,,,-0.43(4),
,,806,13.0 ms,,10-,2.59(4),,,
,,,,,,2.4(2),,,
,,,,,,,,0.074(2),R
,,,,,,,,0.0630(12),
83 Bi 205,,0,15.3 d,,9/2-,+4.065(7),,,
,,,,,,+4.16(10),,,
,,,,,,,,-0.81(3),R
,,,,,,,,-0.59(4),
,,2064,100 ns,,21/2+,2.70(4),,,
,,2138,223 ns,,25/2+,3.21(5),,,
83 Bi 206,,0,6.243 d,,6+,+4.361(8),,,
,,,,,,+4.60(4),,,
,,,,,,,,-0.54(4),R
,,,,,,,,-0.39(4),
,,,,,,,,-0.20(4),
,,1045,0.89 ms,,(10-),2.644(14),,,
,,,,,,,,0.057(11),R
,,,,,,,,0.049(9),
83 Bi 207,,0,32.2 y,,9/2-,4.0915(9),,,
,,,,,,4.081(9),,,
,,,,,,,,-0.76(2),R
,,,,,,,,-0.55(4),
,,,,,,,,-0.60(11),
,,2101,182 s,,21/2+,+3.43(2),,,
,,,,,,+3.41(6),,,
,,,,,,,,0.051(9),R
,,,,,,,,0.044(8),
83 Bi 208,,0,3.7x10*5 y,,5+,+4.578(13),,,
,,,,,,,,-0.70(8),R
,,,,,,,,-0.51(7),
,,1571,2.53 ms,,10-,2.672(14),,,
,,,,,,2.633(14),,,
83 Bi 209,,0,stable,,9/2-,+4.1103(5) d,,,
,,,,,,+4.1106(2),,,
,,,,,,,,-0.516(15),R
,,,,,,,,-0.37(3) a,
,,,,,,,,-0.55(1),
,,,,,,,,-0.77(1) st,
,,,,,,,,-0.40(5),
,,,,,,,,-0.39(3),
,,,,,,,,-0.50(8) a,
,,,,,,,,-0.5(2) a,
,,2563,14 fs,,(9/2)+,3.5(7),,,
,,,,,,,,+0.15(7),R
,,,,,,,,+0.11(5) a,
,,2741,12 ps,,15/2+,6.2(12),,,
,,,,,,,,0.0(5) a,R
,,2986,18 ns,,19/2+,3.50(8),,,
83 Bi 210,,0,5.01 d,,1-,-0.04451(6),,,
,,,,,,,,+0.190(6),R
,,,,,,,,+0.136(1),
,,271,3.0x10*6 y,,9-,+2.73(4),,,
,,,,,,,,-0.66(7),R
,,,,,,,,-0.47(6),
,,433,56.8 ns,,7-,+2.11(5),,,
,,439,37 ns,,5-,+1.53(5),,,
83 Bi 211,,0,2.1 m,,9/2-,+3.79,,,
,,405,315 ps,,7/2-,+4.5(7),,,
83 Bi 212,,0,60.6 m,,1-,+0.32(4),,,
,,,,,,0.41(5),,,
,,,,,,,,+0.1(4),R
,,,,,,,,+0.1(3),
83 Bi 213,,0,45.6 m,,9/2-,+3.716(7),,,
,,,,,,3.89(9),,,
,,,,,,,,-0.83(5),R
,,,,,,,,-0.60(5),
84 Po 198,,1854,29 ns,,8+,+7.3(2),,,
,,2566,200 ns,,11-,+12.1(6),,,
,,2692+x,750 ns,,12+,-1.86(4),,,
84 Po 199,,310,4.2 m,,13/2+,0.99(7),,,
84 Po 200,,1774,61 ns,,8+,+7.44(16),,,
,,,,,,,,1.38(7),R
,,2596,100 ns,,11-,+11.9(2),,,
,,2830,270 ns,,12+,-1.79(2),,,
84 Po 201,,0,15.3 m,,3/2-,0.94(8),,,
,,425,8.9 m,,13/2+,1.00(7),,,
84 Po 202,,1712,110 ns,,8+,7.45(12),,,
,,,,,,,,1.21(16),R
,,2625,85 ns,,11-,11.9(4),,,
84 Po 203,,0,36.7 m,,5/2-,0.74(6),,,
,,,,,,+0.74(3),,,
84 Po 204,,1639,158 ns,,8+,+7.38(10),,,
,,,,,,,,1.14(5),R
,,3565,12 ns,,15-,5.6(6),,,
84 Po 205,,0,1.66 h,,5/2-,+0.76(6),,,
,,880,640 s,,13/2+,-0.95(5),,,
84 Po 206,,1586,212 ns,,8+,+7.34(7),,,
,,,,,,,,1.02(4),R
84 Po 207,,0,5.79 h,,5/2-,+0.79(6),,,
,,1115,47 s,,13/2+,-0.910(14),,,
,,2380,43 ns,,25/2+,5.41(4),,,
84 Po 208,,1524,4.3 ns,,6+,+5.3(6),,,
,,1528,380 ns,,8+,+7.37(5),,,
,,,,,,,,0.90(4),R
,,2703,8.0 ns,,11-,12.11(14),,,
84 Po 209,,0,102 y,,1/2-,0.68(8),,,
,,1418,24.4 ns,,(13/2)-,6.13(9),,,
,,1473,98.1 ns,,(17/2-),7.75(5),,,
,,,,,,,,-0.39(8),R
,,4266,118 ns,,31/2-,+9.68(8),,,
84 Po 210,,1473,43 ns,,6+,5.48(5),,,
,,1557,96 ns,,8+,+7.35(5),,,
,,,,,,,,-0.55(2),
,,2849,20.1 ns,,11-,+12.20(9),,,
,,,,,,,,-0.86(11),R
,,,,,,,,-0.8(2),
,,4372,51 ns,,13-,6.8(2),,,
,,,,,,,,-0.90(7),R
,,,,,,,,-0.62(11),
,,5058,265 ns,,16+,9.84(8),,,
,,,,,,,,-1.30(2),R
,,,,,,,,1.34(8),
84 Po 211,,1065,16 ns,,15/2-,-0.38(15),,,
85 At 207,,2117,108 ns,,25/2+,+3.75(13),,,
85 At 208,,1090,48 ns,,10-,+2.69(3),,,
,,2276,1.5s,,16-,,,-1.67(18),R
85 At 209,,1428,26 ns,,21/2-,+10.0(2),,,
,,,,,,,,-0.78(6),R
,,2429,890 ns,,29/2+,15.38(14),,,
,,,,,,,,1.50(15),
